aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
MFR,UA,571,17.09,11.3,1.05,4.72,2
MFR,G4,179,23.33,20.69,0.56,10.96,3
MGM,9E,440,11.16,5.09,0.68,-4.32,1
MGM,MQ,273,11.78,7.47,0.73,-3.7,2
MGM,OH,254,18.84,19.37,5.51,3.36,3
MGM,OO,323,22.0,16.6,1.24,6.52,4
MGW,OO,18,46.11,45.11,0.00,0.0,1
MHK,MQ,419,7.79,0.05,2.63,0.0,1
MHT,YX,27,1.81,4.78,0.00,-8.22,1
MHT,MQ,151,3.41,2.43,0.66,-6.62,2
MHT,WN,1331,6.45,-1.57,0.45,-3.58,3
MHT,AA,59,11.92,6.64,0.00,1.89,4
MHT,OH,1084,14.02,11.0,1.66,3.99,5
MHT,NK,63,36.25,24.89,3.17,26.22,6
MIA,MQ,6871,7.53,5.36,1.47,-12.58,1
MIA,NK,2726,12.6,7.98,1.54,-7.51,2
MIA,YX,276,15.86,11.92,1.81,-4.25,3
MIA,WN,2823,17.13,13.43,1.45,-2.98,4
MIA,UA,3049,18.52,15.22,3.18,-1.59,5
MIA,AS,236,18.83,19.09,4.24,-1.28,6
MIA,F9,1819,19.06,16.9,2.69,-1.05,7
MIA,DL,5420,20.76,15.57,1.18,0.65,8
MIA,AA,29158,23.93,18.43,1.71,3.82,9
MIA,9E,8,25.25,36.13,0.00,5.14,10
MIA,B6,891,29.79,26.59,2.58,9.68,11
MKE,AS,237,2.43,-0.62,1.27,-9.12,1
MKE,MQ,28,3.0,4.11,3.57,-8.55,2
MKE,DL,2093,6.93,1.24,1.00,-4.62,3
MKE,YX,844,7.84,3.79,3.08,-3.71,4
MKE,WN,4620,8.68,2.33,1.19,-2.87,5
MKE,NK,332,8.7,2.84,0.60,-2.85,6
MKE,UA,327,9.56,3.86,1.83,-1.99,7
MKE,9E,416,11.57,6.53,2.40,0.02,8
MKE,OH,489,14.4,14.95,2.66,2.85,9
MKE,OO,2448,15.19,10.96,1.59,3.64,10
MKE,F9,237,17.11,12.55,1.69,5.56,11
MKE,B6,268,19.17,16.32,1.12,7.62,12
MKE,AA,1329,24.01,20.11,1.81,12.46,13
MLB,DL,708,3.14,-2.73,1.13,-1.56,1
MLB,OH,557,5.99,4.45,1.80,1.29,2
MLB,G4,120,8.02,2.6,3.33,3.32,3
MLI,9E,352,8.94,3.95,2.56,-5.89,1
MLI,OH,348,10.49,8.75,1.44,-4.34,2
MLI,MQ,382,14.95,9.43,2.36,0.12,3
MLI,OO,743,16.33,13.54,2.69,1.5,4
MLI,G4,203,26.66,23.31,0.49,11.83,5
MLU,OO,112,7.05,6.33,0.89,-4.6,1
MLU,MQ,509,11.17,7.21,1.77,-0.48,2
MLU,9E,426,13.44,10.6,0.94,1.79,3
MOB,DL,273,5.39,-0.09,1.10,-5.44,1
MOB,MQ,521,6.41,3.41,1.92,-4.42,2
MOB,9E,386,8.04,3.62,1.30,-2.79,3
MOB,OO,97,39.64,34.2,0.00,28.81,4
MOB,OH,11,210.0,202.2,9.09,199.17,5
MOT,OO,946,15.61,11.61,1.69,-1.55,1
MOT,G4,151,26.86,23.47,1.99,9.7,2
MQT,9E,50,2.4,-4.91,6.00,-6.81,1
MQT,OO,114,4.62,0.71,1.75,-4.59,2
MQT,MQ,211,13.19,9.5,0.47,3.98,3
MRY,MQ,227,7.34,5.18,0.44,-2.89,1
MRY,OO,1684,7.53,5.8,1.19,-2.7,2
MRY,AA,323,20.51,19.53,1.55,10.28,3
MRY,G4,53,46.29,48.37,1.89,36.06,4
MSN,YX,553,1.96,-2.36,0.72,-9.93,1
MSN,UA,774,4.95,3.7,1.29,-6.94,2
MSN,DL,874,7.37,0.26,0.69,-4.52,3
MSN,9E,392,8.08,1.91,2.81,-3.81,4
MSN,OO,1107,11.86,8.88,1.54,-0.03,5
MSN,OH,500,13.33,12.64,0.80,1.44,6
MSN,MQ,351,15.9,17.48,1.14,4.01,7
MSN,AA,1005,23.7,20.88,1.09,11.81,8
MSN,F9,148,28.02,26.28,2.03,16.13,9
MSO,OO,582,5.92,2.89,0.69,-6.89,1
MSO,DL,349,11.45,7.04,0.86,-1.36,2
MSO,MQ,187,11.46,9.12,1.07,-1.35,3
MSO,UA,500,12.41,5.74,2.00,-0.4,4
MSO,AS,113,13.52,4.16,0.00,0.71,5
MSO,F9,67,13.65,15.83,1.49,0.84,6
MSO,AA,119,23.42,17.4,0.00,10.61,7
MSO,G4,168,34.31,32.93,2.98,21.5,8
MSP,YX,556,6.3,3.29,1.44,-4.25,1
MSP,9E,3713,7.92,4.82,0.70,-2.63,2
MSP,AS,480,8.7,4.34,1.25,-1.85,3
MSP,UA,2515,9.08,5.34,1.39,-1.47,4
MSP,DL,33164,9.41,3.56,0.80,-1.14,5
MSP,WN,3538,9.58,2.61,0.79,-0.97,6
MSP,MQ,435,10.77,9.75,0.69,0.22,7
MSP,G4,116,11.3,8.55,0.86,0.75,8
MSP,OO,12253,13.14,8.63,0.71,2.59,9
MSP,NK,560,13.33,10.96,1.07,2.78,10
MSP,AA,2228,14.49,11.21,1.62,3.94,11
MSP,OH,324,19.49,17.83,2.16,8.94,12
MSP,F9,759,21.22,19.09,1.19,10.67,13
MSP,B6,152,41.17,38.49,1.32,30.62,14
MSY,9E,1,-5.0,-13.0,0.00,-19.55,1
MSY,G4,44,6.66,2.2,0.00,-7.89,2
MSY,MQ,528,7.62,5.68,1.52,-6.93,3
MSY,OO,154,7.8,2.68,3.90,-6.75,4
MSY,YX,290,8.48,4.64,0.69,-6.07,5
MSY,AS,332,10.87,8.01,0.30,-3.68,6
MSY,UA,3173,11.26,6.13,2.24,-3.29,7
MSY,NK,2508,13.24,7.44,2.63,-1.31,8
MSY,WN,9345,13.53,8.74,1.11,-1.02,9
MSY,DL,3524,13.67,6.96,0.99,-0.88,10
MSY,OH,314,17.85,11.25,2.23,3.3,11
MSY,AA,3381,20.64,17.87,1.36,6.09,12
MSY,B6,628,26.38,20.65,1.43,11.83,13
MSY,F9,443,26.66,24.58,4.06,12.11,14
MTJ,DL,57,4.67,0.86,0.00,-6.38,1
MTJ,WN,300,10.85,4.18,0.33,-0.2,2
MTJ,OO,346,11.11,6.31,0.87,0.06,3
MTJ,UA,370,11.51,5.28,1.08,0.46,4
MTJ,AA,240,11.81,9.61,0.00,0.76,5
MTJ,MQ,33,12.78,12.66,3.03,1.73,6
MVY,YX,264,10.69,10.17,4.55,-4.47,1
MVY,B6,258,19.19,19.63,6.20,4.03,2
MVY,MQ,10,30.3,37.6,0.00,15.14,3
MYR,OO,16,1.69,-9.19,0.00,-7.86,1
MYR,DL,1000,2.32,-4.02,1.20,-7.23,2
MYR,YX,283,3.31,-1.42,5.65,-6.24,3
MYR,WN,1201,8.1,1.8,0.67,-1.45,4
MYR,9E,253,9.14,1.35,3.16,-0.41,5
MYR,NK,2314,10.4,5.72,2.64,0.85,6
MYR,OH,1089,11.37,8.61,1.56,1.82,7
MYR,AA,607,11.7,8.87,2.14,2.15,8
MYR,MQ,196,12.0,9.67,1.53,2.45,9
MYR,G4,524,12.96,11.95,2.48,3.41,10
MYR,UA,130,13.34,5.66,1.54,3.79,11
MYR,F9,193,25.47,24.31,6.22,15.92,12
OAJ,DL,147,9.61,4.17,0.68,-5.21,1
OAJ,9E,279,12.63,5.36,0.00,-2.19,2
OAJ,OH,453,17.92,15.15,2.21,3.1,3
OAK,HA,490,-0.59,-2.04,2.86,-9.22,1
OAK,G4,74,0.3,0.05,1.35,-8.33,2
OAK,OO,685,2.6,-1.28,0.29,-6.03,3
OAK,AS,378,4.95,-1.19,2.91,-3.68,4
OAK,DL,264,6.68,-1.28,1.52,-1.95,5
OAK,NK,1439,8.62,4.46,2.36,-0.01,6
OAK,WN,17083,9.28,2.38,0.53,0.65,7
OGG,WN,3241,0.39,-4.81,0.52,-3.74,1
OGG,HA,6704,4.15,2.89,1.07,0.02,2
OGG,UA,786,5.57,-3.39,1.02,1.44,3
OGG,DL,394,6.38,-1.52,1.52,2.25,4
OGG,AA,573,9.59,3.66,0.70,5.46,5
OGG,AS,974,11.44,6.27,3.80,7.31,6
OKC,UA,10,1.7,-2.3,0.00,-6.88,1
OKC,DL,868,3.6,-4.24,0.69,-4.98,2
OKC,YX,458,5.21,2.18,1.75,-3.37,3
OKC,F9,201,5.54,2.1,2.99,-3.04,4
OKC,AS,181,6.32,7.48,2.21,-2.26,5
OKC,MQ,1093,7.44,3.94,1.92,-1.14,6
OKC,OO,3395,8.44,5.36,0.62,-0.14,7
OKC,WN,3581,8.53,3.37,0.64,-0.05,8
OKC,OH,142,10.71,8.2,2.11,2.13,9
OKC,G4,78,12.34,12.84,1.28,3.76,10
OKC,AA,1366,14.53,12.38,1.76,5.95,11
OKC,9E,3,51.0,56.0,0.00,42.42,12
OMA,YX,499,1.74,-0.44,2.20,-10.2,1
OMA,AS,211,7.14,5.96,0.95,-4.8,2
OMA,MQ,264,7.76,5.21,1.89,-4.18,3
OMA,DL,924,9.25,1.07,1.08,-2.69,4
OMA,WN,3890,10.25,3.61,0.85,-1.69,5
OMA,UA,1436,10.6,9.05,1.39,-1.34,6
OMA,G4,266,12.92,8.96,1.88,0.98,7
OMA,OO,2115,13.32,9.96,0.66,1.38,8
OMA,9E,248,13.85,9.53,2.82,1.91,9
OMA,AA,1499,18.68,15.69,1.33,6.74,10
OMA,F9,199,29.36,32.21,1.51,17.42,11
OMA,OH,52,30.37,26.98,0.00,18.43,12
OME,AS,197,-1.11,3.24,4.57,0.0,1
ONT,MQ,34,-4.65,-8.56,0.00,-13.7,1
ONT,AS,674,3.75,1.44,3.12,-5.3,2
ONT,HA,175,4.39,3.98,0.57,-4.66,3
ONT,OO,1324,5.13,2.59,0.53,-3.92,4
ONT,DL,888,5.52,-4.03,1.24,-3.53,5
ONT,UA,740,6.42,-1.38,0.81,-2.63,6
ONT,WN,5553,7.34,-0.03,0.41,-1.71,7
ONT,F9,1704,14.56,12.79,2.17,5.51,8
ONT,AA,1668,16.96,11.29,1.44,7.91,9
ONT,B6,151,23.79,15.23,3.31,14.74,10
ORD,YX,8297,4.71,-0.95,0.92,-10.98,1
ORD,WN,3323,11.06,4.99,1.53,-4.63,2
ORD,MQ,16709,11.51,8.46,1.20,-4.18,3
ORD,UA,43433,14.34,8.79,1.40,-1.35,4
ORD,AS,1458,14.72,11.3,1.78,-0.97,5
ORD,DL,5141,16.45,10.39,1.13,0.76,6
ORD,OO,26447,17.26,13.23,1.71,1.57,7
ORD,9E,37,19.42,19.42,2.70,3.73,8
ORD,AA,25303,21.34,17.63,1.06,5.65,9
ORD,NK,4072,21.88,14.79,1.92,6.19,10
ORD,F9,1272,28.06,29.77,3.54,12.37,11
ORD,B6,598,28.92,25.4,2.01,13.23,12
ORF,YX,1340,6.44,3.95,2.01,-6.76,1
ORF,MQ,190,8.14,4.1,0.53,-5.06,2
ORF,UA,1163,10.61,5.55,2.24,-2.59,3
ORF,WN,1573,11.07,4.28,0.25,-2.13,4
ORF,OH,1525,11.17,8.05,1.25,-2.03,5
ORF,9E,1077,11.85,6.54,2.97,-1.35,6
ORF,DL,1231,13.72,6.94,1.06,0.52,7
ORF,AA,1393,18.13,12.78,1.94,4.93,8
ORF,OO,172,23.61,19.5,0.00,10.41,9
ORF,NK,463,28.44,20.99,3.46,15.24,10
ORF,F9,129,28.96,28.77,4.65,15.76,11
ORF,G4,123,36.53,36.03,5.69,23.33,12
ORH,YX,173,2.46,-1.56,7.51,-19.6,1
ORH,9E,115,24.83,21.75,5.22,2.77,2
ORH,B6,298,31.81,24.93,2.35,9.75,3
OTH,OO,165,27.88,22.39,1.82,0.0,1
OTZ,AS,173,0.35,1.18,6.94,0.0,1
PAE,AS,491,3.24,0.3,2.85,0.0,1
PBG,G4,213,32.48,29.11,5.16,0.0,1
PBI,YX,9,-4.56,-10.89,0.00,-21.97,1
PBI,NK,251,7.47,1.33,1.20,-9.94,2
PBI,WN,1328,10.01,4.7,1.05,-7.4,3
PBI,G4,200,13.38,12.71,2.00,-4.03,4
PBI,DL,3571,14.28,8.65,1.29,-3.13,5
PBI,UA,1693,17.88,12.24,3.84,0.47,6
PBI,B6,4159,18.25,13.32,1.61,0.84,7
PBI,AA,2929,22.46,19.83,1.57,5.05,8
PBI,F9,407,31.28,27.08,2.21,13.87,9
PDX,MQ,24,-3.58,-11.5,0.00,-11.64,1
PDX,AS,8345,4.74,3.81,2.29,-3.32,2
PDX,OO,5276,5.48,4.46,0.72,-2.58,3
PDX,DL,3464,5.61,-2.3,0.95,-2.45,4
PDX,WN,4740,8.66,2.32,0.49,0.6,5
PDX,UA,3227,10.14,4.36,1.33,2.08,6
PDX,HA,361,11.56,8.73,0.55,3.5,7
PDX,G4,147,12.9,8.73,0.00,4.84,8
PDX,NK,842,16.66,10.48,2.02,8.6,9
PDX,AA,1785,16.92,10.52,2.07,8.86,10
PDX,F9,863,19.9,19.27,2.09,11.84,11
PDX,B6,101,60.29,55.64,0.99,52.23,12
PGD,G4,3065,12.43,9.93,2.02,0.0,1
PHL,YX,4243,3.92,-0.06,2.00,-12.39,1
PHL,B6,511,6.66,2.27,2.15,-9.65,2
PHL,UA,1770,8.26,3.21,1.13,-8.05,3
PHL,DL,2786,12.26,3.9,1.18,-4.05,4
PHL,OH,5998,14.09,10.76,1.37,-2.22,5
PHL,AS,283,14.17,15.7,2.47,-2.14,6
PHL,WN,2485,15.51,8.16,0.56,-0.8,7
PHL,NK,2257,15.79,7.76,2.08,-0.52,8
PHL,9E,62,15.85,8.97,0.00,-0.46,9
PHL,AA,21621,19.07,13.6,1.72,2.76,10
PHL,F9,5532,23.57,20.05,2.51,7.26,11
PHL,OO,92,24.47,15.66,0.00,8.16,12
PHX,HA,184,3.48,0.47,0.54,-7.6,1
PHX,MQ,4125,4.75,0.32,0.29,-6.33,2
PHX,OO,12753,5.12,2.05,0.24,-5.96,3
PHX,AS,2413,5.52,5.18,2.07,-5.56,4
PHX,DL,5068,8.93,1.69,0.71,-2.15,5
PHX,UA,5034,9.32,3.13,1.51,-1.76,6
PHX,WN,33051,12.15,5.29,0.48,1.07,7
PHX,AA,26809,13.77,9.04,0.54,2.69,8
PHX,F9,4641,13.89,11.2,0.99,2.81,9
PHX,NK,547,17.77,14.98,2.38,6.69,10
PHX,G4,217,21.82,17.98,1.38,10.74,11
PHX,B6,452,33.96,28.69,1.55,22.88,12
PIA,OH,443,10.97,9.59,1.35,-4.04,1
PIA,G4,510,11.73,8.44,2.16,-3.28,2
PIA,OO,539,18.2,13.68,2.04,3.19,3
PIA,MQ,309,20.68,15.63,1.94,5.67,4
PIB,OO,301,13.44,11.93,3.32,0.0,1
PIE,G4,4068,10.68,8.54,3.02,0.0,1
PIH,OO,336,-3.51,-9.1,0.00,0.0,1
PIT,YX,4635,0.44,-4.43,1.21,-9.38,1
PIT,AS,213,6.0,2.09,3.29,-3.82,2
PIT,OO,437,6.72,1.01,0.23,-3.1,3
PIT,MQ,337,7.82,4.34,1.78,-2.0,4
PIT,DL,1682,7.87,0.86,0.83,-1.95,5
PIT,B6,595,9.72,7.26,1.34,-0.1,6
PIT,WN,5081,10.29,4.37,0.89,0.47,7
PIT,UA,1401,10.41,6.27,0.79,0.59,8
PIT,G4,670,12.24,9.25,2.24,2.42,9
PIT,9E,846,13.63,8.04,3.07,3.81,10
PIT,AA,3069,14.73,12.78,1.50,4.91,11
PIT,OH,345,18.0,14.16,2.90,8.18,12
PIT,F9,247,20.1,26.97,4.45,10.28,13
PIT,NK,1699,22.76,16.62,3.88,12.94,14
PLN,OO,370,14.34,9.26,2.70,0.0,1
PNS,DL,1269,3.96,-1.42,0.71,-10.41,1
PNS,WN,1082,6.51,-0.03,0.65,-7.86,2
PNS,UA,330,6.98,1.35,1.21,-7.39,3
PNS,MQ,746,8.07,5.77,1.61,-6.3,4
PNS,YX,51,12.66,8.53,1.96,-1.71,5
PNS,NK,441,15.04,6.94,2.49,0.67,6
PNS,9E,143,15.06,9.07,0.70,0.69,7
PNS,F9,206,15.15,13.35,2.43,0.78,8
PNS,OH,1311,19.2,17.81,0.99,4.83,9
PNS,AA,910,34.6,33.36,2.42,20.23,10
PNS,OO,81,62.11,60.32,0.00,47.74,11
PPG,HA,65,13.28,8.6,0.00,0.0,1
PQI,B6,45,1.27,-2.04,0.00,0.0,1
PRC,OO,361,22.79,20.19,0.28,0.0,1
PSC,OO,1961,6.2,1.34,0.46,-0.8,1
PSC,G4,146,6.3,3.23,0.68,-0.7,2
PSC,AS,179,8.21,10.69,2.79,1.21,3
PSC,DL,193,14.57,6.85,0.52,7.57,4
PSE,B6,264,6.76,1.63,2.65,-1.81,1
PSE,F9,160,11.53,9.12,1.88,2.96,2
PSG,AS,346,2.45,-0.03,2.02,0.0,1
PSM,G4,143,15.85,11.59,0.70,0.0,1
PSP,AS,747,4.54,3.09,3.88,-4.92,1
PSP,DL,321,7.77,0.24,0.31,-1.69,2
PSP,OO,2713,7.88,6.8,0.70,-1.58,3
PSP,WN,1288,8.53,2.53,0.39,-0.93,4
PSP,MQ,60,9.78,8.22,1.67,0.32,5
PSP,UA,713,11.08,5.38,0.70,1.62,6
PSP,G4,53,11.32,7.91,0.00,1.86,7
PSP,F9,10,14.7,17.9,0.00,5.24,8
PSP,AA,917,16.72,13.33,1.20,7.26,9
PSP,B6,39,51.87,46.22,2.56,42.41,10
PVD,YX,479,3.62,-1.58,0.63,-8.09,1
PVD,MQ,212,4.75,6.99,0.00,-6.96,2
PVD,OO,257,5.32,4.13,0.78,-6.39,3
PVD,OH,799,9.51,7.04,2.00,-2.2,4
PVD,WN,2292,9.95,1.76,1.05,-1.76,5
PVD,9E,344,12.93,5.28,2.62,1.22,6
PVD,B6,686,13.01,9.08,1.17,1.3,7
PVD,DL,656,14.12,5.34,0.76,2.41,8
PVD,AA,1117,17.6,13.01,1.16,5.89,9
PVD,UA,61,22.82,21.62,1.64,11.11,10
PVD,G4,104,37.13,31.39,0.00,25.42,11
PVU,G4,922,11.4,8.55,0.54,-2.5,1
PVU,OO,161,28.41,26.83,1.86,14.51,2
PWM,MQ,141,3.11,2.74,0.00,-9.44,1
PWM,UA,395,4.69,2.85,1.27,-7.86,2
PWM,YX,1680,5.73,-0.18,2.44,-6.82,3
PWM,WN,774,14.11,6.87,1.16,1.56,4
PWM,OO,215,15.67,8.24,0.47,3.12,5
PWM,DL,372,16.74,10.01,1.61,4.19,6
PWM,9E,394,17.89,12.84,4.82,5.34,7
PWM,OH,348,18.46,14.84,2.59,5.91,8
PWM,B6,164,18.8,14.26,3.66,6.25,9
PWM,F9,170,19.42,14.88,5.29,6.87,10
PWM,AA,861,19.78,15.72,2.32,7.23,11
RAP,UA,486,8.26,5.57,2.26,-3.43,1
RAP,OO,993,11.05,4.65,1.01,-0.64,2
RAP,AA,62,11.97,15.58,0.00,0.28,3
RAP,MQ,561,13.14,9.52,0.53,1.45,4
RAP,G4,192,15.13,12.84,2.08,3.44,5
RAP,DL,48,15.16,15.02,6.25,3.47,6
RAP,9E,94,18.31,14.3,0.00,6.62,7
RDD,OO,735,9.58,6.1,0.54,0.0,1
RDM,AS,235,2.36,6.2,2.98,-12.96,1
RDM,MQ,175,12.31,4.28,0.00,-3.01,2
RDM,OO,1893,13.22,12.26,2.17,-2.1,3
RDM,UA,515,23.06,16.86,1.17,7.74,4
RDM,AA,58,75.4,71.86,1.72,60.08,5
RDU,YX,2867,4.32,2.52,1.57,-9.09,1
RDU,MQ,594,5.15,1.85,1.52,-8.26,2
RDU,WN,4542,10.52,3.55,0.57,-2.89,3
RDU,UA,2658,11.91,6.56,1.58,-1.5,4
RDU,DL,5424,12.67,4.89,0.94,-0.74,5
RDU,9E,3246,12.93,8.28,2.90,-0.48,6
RDU,OH,431,14.47,12.06,1.86,1.06,7
RDU,AS,263,14.53,11.86,1.14,1.12,8
RDU,OO,538,14.91,14.78,0.19,1.5,9
RDU,F9,2223,17.57,15.92,2.70,4.16,10
RDU,B6,1575,17.96,13.5,1.71,4.55,11
RDU,AA,5582,19.33,15.14,1.68,5.92,12
RDU,NK,217,26.3,20.68,2.30,12.89,13
RFD,G4,383,19.62,15.2,1.57,0.0,1
RHI,OO,309,14.34,7.89,1.29,0.0,1
RIC,UA,457,2.82,-0.82,1.53,-10.5,1
RIC,YX,1183,5.07,3.69,2.11,-8.25,2
RIC,MQ,94,6.47,2.85,1.06,-6.85,3
RIC,DL,1322,7.57,0.85,0.61,-5.75,4
RIC,WN,960,9.07,2.38,0.10,-4.25,5
RIC,9E,966,11.21,6.65,2.80,-2.11,6
RIC,OH,251,13.51,10.1,0.80,0.19,7
RIC,OO,329,15.31,9.15,0.00,1.99,8
RIC,B6,865,16.86,9.81,1.27,3.54,9
RIC,AA,1813,21.9,17.64,1.65,8.58,10
RIC,NK,529,24.36,15.33,1.32,11.04,11
RIC,G4,141,40.55,31.82,2.84,27.23,12
RIW,OO,302,11.86,9.35,2.32,0.0,1
RKS,OO,267,18.83,13.44,1.50,0.0,1
RNO,AS,295,4.2,5.39,0.68,-6.68,1
RNO,NK,573,8.78,5.34,1.75,-2.1,2
RNO,WN,4332,8.97,3.42,0.62,-1.91,3
RNO,OO,2065,9.92,8.29,0.92,-0.96,4
RNO,MQ,137,12.45,9.94,0.73,1.57,5
RNO,UA,1105,12.83,8.17,1.36,1.95,6
RNO,DL,518,13.99,6.23,0.97,3.11,7
RNO,AA,1166,18.1,13.87,1.46,7.22,8
RNO,B6,119,18.31,13.55,2.52,7.43,9
RNO,G4,3,67.33,73.0,0.00,56.45,10
ROA,DL,202,11.92,2.4,1.49,-5.16,1
ROA,9E,469,12.52,4.72,2.13,-4.56,2
ROA,OH,122,20.3,22.89,0.00,3.22,3
ROA,OO,367,20.41,20.28,1.36,3.33,4
ROA,G4,126,21.33,18.19,1.59,4.25,5
ROA,YX,142,24.65,25.51,7.04,7.57,6
ROC,OO,242,3.53,-1.57,0.41,-8.37,1
ROC,YX,480,3.99,-1.28,1.46,-7.91,2
ROC,MQ,436,6.87,3.9,0.46,-5.03,3
ROC,UA,472,6.99,3.65,1.48,-4.91,4
ROC,OH,351,8.54,6.43,1.71,-3.36,5
ROC,9E,1253,9.39,1.63,3.43,-2.51,6
ROC,WN,932,14.03,7.36,0.64,2.13,7
ROC,NK,222,14.58,5.88,2.25,2.68,8
ROC,DL,503,15.76,5.46,1.19,3.86,9
ROC,B6,358,18.85,14.72,2.51,6.95,10
ROC,AA,428,27.37,24.14,2.10,15.47,11
ROC,G4,33,43.7,35.21,0.00,31.8,12
ROW,MQ,72,14.75,7.94,1.39,-8.13,1
ROW,OO,421,24.29,21.0,2.85,1.41,2
RST,YX,7,-7.71,-8.86,0.00,-20.91,1
RST,MQ,152,7.4,3.44,0.00,-5.8,2
RST,OO,398,13.97,8.67,1.01,0.77,3
RST,9E,107,20.06,17.73,1.87,6.86,4
RSW,OH,11,0.0,-6.2,9.09,-14.46,1
RSW,UA,2664,7.71,2.86,3.19,-6.75,2
RSW,AS,93,9.4,5.54,1.08,-5.06,3
RSW,DL,3491,11.66,7.88,1.60,-2.8,4
RSW,WN,3733,12.58,8.35,2.22,-1.88,5
RSW,NK,1194,12.59,9.34,2.26,-1.87,6
RSW,9E,9,13.22,8.44,0.00,-1.24,7
RSW,AA,2664,17.82,15.08,2.40,3.36,8
RSW,MQ,38,18.95,22.14,2.63,4.49,9
RSW,F9,1224,20.97,15.9,4.00,6.51,10
RSW,YX,39,25.08,18.67,0.00,10.62,11
RSW,B6,1852,25.46,22.37,2.86,11.0,12
SAF,OO,1329,16.41,12.34,1.81,-0.33,1
SAF,MQ,42,27.24,26.68,2.38,10.5,2
SAN,AS,4984,9.34,9.18,2.73,-3.51,1
SAN,UA,4927,9.67,5.85,2.21,-3.18,2
SAN,OO,6102,10.41,11.9,0.90,-2.44,3
SAN,DL,4590,10.64,5.38,0.70,-2.21,4
SAN,NK,1432,11.35,8.45,2.16,-1.5,5
SAN,WN,17184,14.04,9.34,0.90,1.19,6
SAN,HA,359,16.07,17.28,0.56,3.22,7
SAN,AA,4381,17.46,13.32,1.16,4.61,8
SAN,G4,99,17.81,19.52,2.02,4.96,9
SAN,B6,820,19.01,15.51,0.24,6.16,10
SAN,F9,1679,20.44,21.13,2.03,7.59,11
SAT,UA,2721,8.19,3.03,1.65,-3.5,1
SAT,WN,8176,8.87,3.22,0.65,-2.82,2
SAT,YX,7,10.0,2.29,0.00,-1.69,3
SAT,AS,327,10.03,7.75,1.22,-1.66,4
SAT,DL,3034,10.65,4.27,0.86,-1.04,5
SAT,OO,512,15.45,13.25,0.98,3.76,6
SAT,AA,4033,16.18,14.14,1.74,4.49,7
SAT,MQ,126,16.65,12.27,0.79,4.96,8
SAT,NK,1039,17.79,10.24,1.92,6.1,9
SAT,F9,326,21.37,14.53,3.37,9.68,10
SAT,B6,269,31.17,25.96,1.12,19.48,11
SAT,G4,11,122.09,122.91,0.00,110.4,12
SAV,OO,188,4.98,2.3,3.19,-6.84,1
SAV,YX,569,6.01,0.83,1.23,-5.81,2
SAV,F9,77,6.75,8.32,2.60,-5.07,3
SAV,DL,1622,7.23,0.77,0.74,-4.59,4
SAV,OH,1773,10.55,5.63,1.30,-1.27,5
SAV,WN,1435,10.65,5.62,0.49,-1.17,6
SAV,MQ,489,11.57,7.61,0.61,-0.25,7
SAV,G4,414,12.22,10.4,1.21,0.4,8
SAV,UA,602,12.97,7.5,1.83,1.15,9
SAV,9E,919,13.4,5.76,3.26,1.58,10
SAV,B6,442,14.11,10.37,1.13,2.29,11
SAV,AA,942,25.93,19.98,1.59,14.11,12
SBA,AS,153,-1.0,-2.8,1.31,-11.93,1
SBA,MQ,149,1.21,-3.21,0.67,-9.72,2
SBA,WN,949,7.65,1.12,0.74,-3.28,3
SBA,OO,900,9.05,6.07,1.33,-1.88,4
SBA,UA,755,9.36,5.09,2.38,-1.57,5
SBA,DL,297,18.59,11.58,0.67,7.66,6
SBA,AA,546,23.73,19.88,1.28,12.8,7
SBN,AA,1,-10.0,7.0,0.00,-25.12,1
SBN,9E,3,-4.67,-15.0,0.00,-19.79,2
SBN,YX,33,5.34,1.19,3.03,-9.78,3
SBN,UA,15,6.4,-0.13,0.00,-8.72,4
SBN,G4,353,10.61,7.14,3.68,-4.51,5
SBN,OH,594,11.74,8.07,0.67,-3.38,6
SBN,OO,2178,17.03,11.84,2.20,1.91,7
SBP,MQ,77,3.56,-0.08,0.00,-6.85,1
SBP,OO,1988,7.15,5.43,1.21,-3.26,2
SBP,UA,168,10.07,3.43,1.19,-0.34,3
SBP,AS,26,12.23,12.27,0.00,1.82,4
SBP,AA,390,28.26,23.28,0.51,17.85,5
SCC,AS,275,-4.24,-4.61,2.55,0.0,1
SCE,YX,4,-6.0,1.0,0.00,-22.64,1
SCE,OH,10,-2.5,-1.25,20.00,-19.14,2
SCE,OO,269,17.55,13.4,1.12,0.91,3
SCK,G4,247,25.09,24.91,0.00,0.0,1
SDF,YX,3078,0.82,-2.04,0.88,-8.1,1
SDF,DL,1163,2.09,-4.79,1.20,-6.83,2
SDF,WN,2533,7.08,1.22,0.87,-1.84,3
SDF,MQ,780,10.75,7.79,1.41,1.83,4
SDF,UA,397,12.59,6.51,0.76,3.67,5
SDF,OO,924,13.61,9.33,0.65,4.69,6
SDF,OH,790,15.02,12.29,1.52,6.1,7
SDF,G4,338,17.14,13.84,2.66,8.22,8
SDF,9E,98,18.77,17.23,2.04,9.85,9
SDF,AA,1308,21.17,19.18,2.22,12.25,10
SDF,NK,452,22.15,15.79,1.11,13.23,11
SEA,OO,13159,6.57,4.05,0.41,-3.11,1
SEA,DL,15041,8.86,3.13,0.55,-0.82,2
